ChEMBL ID,Smiles,IC50 (nM),pIC50
CHEMBL5556496,N#Cc1cn(Cc2ccc(Br)cc2)c2ccc(-c3cc(C(=O)O)no3)cc12,1170,5.931814138
CHEMBL5170731,Cc1cccc(Cn2cc(COc3ccc(F)cc3C=O)nn2)c1,1180,5.928117993
CHEMBL222557,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)c(O)c1O,1200,5.920818754
CHEMBL3276837,Oc1cc(O)n2ncc(Br)c2n1,1200,5.920818754
CHEMBL4093490,O=C(O)COc1ccc2c(c1)O/C(=C\c1ccccc1Cl)C2=O,1230,5.910094889
CHEMBL4785827,CC(C)=CCn1cc(C#N)c2cc(-c3noc(=O)[nH]3)ccc21,1240,5.906578315
CHEMBL3628196,CCCCCCCCOc1ccc(-c2nc(C)c(C(=O)O)n2O)cc1C#N,1258.93,5.899998417
CHEMBL3628208,COn1c(-c2ccc(Cc3ccc(C)cc3)c(C#N)c2)nc(C)c1C(=O)O,1258.93,5.899998417
CHEMBL5542136,N#Cc1cn(Cc2ccc(Cl)cc2)c2ccc(-c3cc(C(=O)O)no3)cc12,1260,5.899629455
CHEMBL117,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,1260,5.899629455
CHEMBL4067565,COc1ccc(/C=C2\Oc3cc(OCC(=O)O)ccc3C2=O)c(OC)c1,1270,5.896196279
CHEMBL5556881,N#Cc1cn(Cc2cccc(F)c2)c2ccc(-c3cc(C(=O)O)no3)cc12,1290,5.88941029
CHEMBL4079426,COc1ccccc1/C=C1\Oc2cc(OCC(=O)O)ccc2C1=O,1300,5.886056648
CHEMBL3274313,O=[N+]([O-])c1cnc(-c2cccnc2)[nH]1,1300,5.886056648
CHEMBL128000,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O,1300,5.886056648
CHEMBL5195751,CC(=O)OCC1=CC[C@@H]2C(C(=O)Nc3ncco3)=CO[C@@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]12,1370,5.863279433
CHEMBL2022883,COc1ccc(-c2cc(S)nc(N)n2)cc1OC,1400,5.853871964
CHEMBL3276838,Oc1cc(O)n2ncc(Cl)c2n1,1400,5.853871964
CHEMBL4793119,CC(C)(C)c1ccc(Cn2cc(C#N)c3cc(-c4noc(=O)[nH]4)ccc32)cc1,1440,5.841637508
CHEMBL5196500,COc1ccccc1Cn1cc(COc2ccccc2C=O)nn1,1450,5.838631998
CHEMBL4071841,CCCCCCCOc1ccc(-n2cc(C(=O)O)nn2)cc1C#N,1470,5.832682665
CHEMBL3628202,CCC(C)Oc1ccc(-c2nc(C)c(C(=O)O)n2OC)cc1C#N,1500,5.823908741
CHEMBL4096672,CCCCCCOc1ccc(-n2cc(C(=O)O)nn2)cc1C#N,1500,5.823908741
CHEMBL354997,N#Cc1cc(-n2cc(C(=O)O)cn2)ccc1OCC(=O)O,1500,5.823908741
CHEMBL4105165,COc1ccc(/C=C2\Oc3cc(OCC(=O)O)ccc3C2=O)cc1,1570,5.804100348
CHEMBL4176624,CC(C)COc1ccc(NC(=O)c2ccncc2)cc1C#N,1600,5.795880017
CHEMBL4875331,CC(C)COc1ccc(-c2ncccn2)cc1C#N,1611,5.79290446
CHEMBL4071469,CC(C)CCOc1ccc(-n2cc(C(=O)O)nn2)cc1C#N,1620,5.790484985
CHEMBL5196752,Cc1ccccc1Cn1cc(COc2ccccc2C=O)nn1,1630,5.787812396
CHEMBL1644705,Cc1cc(=O)n2nc(COc3ccccc3Cl)sc2n1,1650,5.782516056
CHEMBL4777174,COc1cccc(Cn2cc(C#N)c3cc(-c4noc(=O)[nH]4)ccc32)c1,1700,5.769551079
CHEMBL5198515,N#Cc1cccc(Cn2cc(COc3ccccc3C=O)nn2)c1,1710,5.76700389
CHEMBL4793533,N#Cc1cn(Cc2ccc(F)cc2)c2ccc(-c3noc(=O)[nH]3)cc12,1710,5.76700389
CHEMBL4799787,N#Cc1cn(Cc2ccccc2)c2ccc(-c3noc(=O)[nH]3)cc12,1720,5.764471553
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,1730,5.761953897
CHEMBL4783579,CC(C)n1cc(C#N)c2ccc(-c3noc(=O)[nH]3)cc21,1800,5.744727495
CHEMBL1644712,Cc1ccc(OCc2nn3c(=O)cc(C)nc3s2)c(C)c1,1800,5.744727495
CHEMBL4164363,COc1ccccc1COc1ccc(NC(=O)c2ccncc2)cc1C#N,1800,5.744727495
CHEMBL4786801,Cc1ccc(Cn2cc(C#N)c3ccc(-c4noc(=O)[nH]4)cc32)cc1,1840,5.735182177
CHEMBL5557327,N#Cc1cn(Cc2cccc(Cl)c2)c2ccc(-c3cc(C(=O)O)no3)cc12,1840,5.735182177
CHEMBL5182310,CC(=O)OCC1=CC[C@@H]2C(C(=O)Nc3ccc(C#N)cc3)=CO[C@@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]12,1860,5.730487056
CHEMBL4476633,CC(C)Oc1ccc(-c2cc(C(=O)NN)c(=O)[nH]n2)cc1[N+](=O)[O-],1920,5.716698771
CHEMBL4855947,N#Cc1cc(-c2ncccn2)ccc1OCc1ccccc1,1949,5.710188161
CHEMBL179925,O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2c1ccc1ccccc12,1950,5.709965389
CHEMBL4166015,CC(C)CCOc1ccc(NC(=O)c2ccncc2)cc1C#N,2000,5.698970004
CHEMBL3274330,FC(F)(F)c1cnc(-c2ccncc2)[nH]1,2000,5.698970004
CHEMBL4167511,N#Cc1cccc(COc2ccc(NC(=O)c3ccncc3)cc2C#N)c1,2000,5.698970004
CHEMBL5173806,COc1ccccc1Cn1cc(COc2cc(F)ccc2C=O)nn1,2070,5.684029655
CHEMBL4799174,N#Cc1cn(Cc2ccc(Br)cc2)c2ccc(-c3noc(=O)[nH]3)cc12,2070,5.684029655
CHEMBL4455804,O=C(Nc1ccncc1)c1ccc(OCc2ccccc2)c(-n2cnnn2)c1,2100,5.677780705
CHEMBL5174690,CC(C)CCn1cc(COc2ccc(F)cc2C=O)nn1,2120,5.673664139
CHEMBL5624974,N#Cc1ccc2c(c1)c(C(=O)Nc1ncc(C(=O)O)s1)cn2Cc1ccccn1,2120,5.673664139
CHEMBL3923185,O=c1oc2cc(O)cc(O)c2cc1-c1cccc(O)c1,2130,5.671620397
CHEMBL5193622,CC(=O)OCC1=CC[C@@H]2C(C(=O)Nn3cccc3)=CO[C@@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]12,2150,5.66756154
CHEMBL4751642,CC(C)COc1ccc(-c2cn(C)c(C(=O)O)n2)cc1C#N,2158,5.66594856
CHEMBL4789013,Cc1cccc(Cn2cc(C#N)c3cc(-c4noc(=O)[nH]4)ccc32)c1,2160,5.665546249
CHEMBL5200229,N#Cc1ccccc1Cn1cc(COc2ccccc2C=O)nn1,2220,5.653647026
CHEMBL4168690,CCCCOc1ccc(NC(=O)c2ccncc2)cc1C#N,2300,5.638272164
CHEMBL4159596,N#Cc1ccc(COc2ccc(NC(=O)c3ccncc3)cc2C#N)cc1,2300,5.638272164
CHEMBL4096481,N#Cc1cc(-n2cc(C(=O)O)nn2)ccc1OCc1ccccc1,2400,5.619788758
CHEMBL4776350,N#Cc1cn(Cc2ccc(Cl)cc2)c2ccc(-c3noc(=O)[nH]3)cc12,2400,5.619788758
CHEMBL1818919,CC(=O)NC(CC(=O)c1ccc2ccccc2c1)c1cccc(Br)c1,2450,5.610833916
CHEMBL5202765,CCCCn1cc(COc2ccc(F)cc2C=O)nn1,2490,5.603800653
CHEMBL1644711,Cc1cc(=O)n2nc(COc3ccc([N+](=O)[O-])cc3)sc2n1,2501,5.601886308
CHEMBL4438973,CCOc1ccc(-c2cc(C(=O)NN)c(=O)[nH]n2)cc1C#N,2540,5.595166283
CHEMBL5202657,N#Cc1cccc(Cn2cc(COc3ccc(F)cc3C=O)nn2)c1,2540,5.595166283
CHEMBL5175321,CC(C)n1cc(COc2ccc(F)cc2C=O)nn1,2560,5.591760035
CHEMBL4776738,N#Cc1cn(Cc2cccc(Br)c2)c2ccc(-c3noc(=O)[nH]3)cc12,2600,5.585026652
CHEMBL5630266,N#Cc1ccc2c(c1)c(C(=O)Nc1cc[nH]c1C(=O)O)cn2Cc1ccccn1,2670,5.573488739
CHEMBL4165271,CCCCCCOc1ccc(NC(=O)c2ccncc2)cc1C#N,2700,5.568636236
CHEMBL2338661,O=Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,2790,5.554395797
CHEMBL1164904,O=C(O)c1cc(-c2ccc(OCc3ccc(Cl)cc3)c([N+](=O)[O-])c2)on1,2830,5.548213564
CHEMBL4066958,CCCCCOc1ccc(-n2cc(C(=O)O)nn2)cc1C#N,2850,5.54515514
CHEMBL4783575,N#Cc1cn(CC2CCCCC2)c2ccc(-c3noc(=O)[nH]3)cc12,2860,5.543633967
CHEMBL4438198,CC(C)COc1ccc(C(=O)Nc2ccncc2)cc1-n1cnnn1,2890,5.539102157
CHEMBL5420077,O=C(NC(Cc1ccccc1)C(=O)O)c1ccc2c(c1)C(=O)c1ccccc1C2=O,2900,5.537602002
CHEMBL4789870,N#Cc1cn(Cc2cccc(Cl)c2)c2ccc(-c3noc(=O)[nH]3)cc12,2930,5.53313238
CHEMBL4566911,CC(C)COc1ccc(-c2cc(C(=O)NN)c(=O)[nH]n2)cc1C#N,2970,5.527243551
CHEMBL5190241,CCCCCn1cc(COc2ccc(F)cc2C=O)nn1,2990,5.524328812
CHEMBL4173175,CCCCCOc1ccc(NC(=O)c2ccncc2)cc1C#N,3000,5.522878745
CHEMBL225618,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)c(O)c1,3000,5.522878745
CHEMBL4212893,O=c1cccc(/N=N/c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1O,3000,5.522878745
CHEMBL440107,OCc1ccc(O)c(O)c1,3000,5.522878745
CHEMBL4554421,CCCOc1ccc(-c2cc(C(=O)NN)c(=O)[nH]n2)cc1C#N,3100,5.508638306
CHEMBL5517658,N#Cc1c[nH]c2ccc(-c3cc(C(=O)O)no3)cc12,3100,5.508638306
CHEMBL490355,O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O)ccc21,3100,5.508638306
CHEMBL382408,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,3200,5.494850022
CHEMBL4061387,CC(C)COc1ccc(-n2cc(C(=O)O)nn2)cc1C#N,3270,5.485452247
CHEMBL169728,N#Cc1cccc(-n2cc(C(=O)O)cn2)c1,3300,5.48148606
CHEMBL4104593,N#Cc1cccc(COc2ccc(-n3cc(C(=O)O)nn3)cc2C#N)c1,3350,5.474955193
CHEMBL5171251,CCn1cc(COc2ccc(F)cc2C=O)nn1,3460,5.460923901
CHEMBL1467,Oc1ncnc2[nH]ncc12,3530,5.452225295
CHEMBL5185837,CCCCn1cc(COc2cc(F)ccc2C=O)nn1,3590,5.444905551
CHEMBL4792881,N#Cc1cn(Cc2cccc(F)c2)c2ccc(-c3noc(=O)[nH]3)cc12,3600,5.443697499
CHEMBL4449170,CC(C)COc1ccc(-c2cc(C(=O)NN)c(=O)[nH]n2)cc1[N+](=O)[O-],3650,5.437707136
CHEMBL4087307,O=C(O)COc1ccc2c(c1)O/C(=C\c1ccccc1C(=O)O)C2=O,3840,5.415668776
CHEMBL4524769,CCCCCOc1ccc(C(=O)Nc2ccncc2)cc1-n1cnnn1,3860,5.413412695
CHEMBL3121613,O=C1c2cccc(O)c2C(=O)c2c(O)cc(/C=N/c3ccccc3)cc21,3870,5.412289035
CHEMBL2322154,CC(C)COc1ccc(-c2cc(C(N)=O)nc(N)n2)cc1C#N,3900,5.408935393
CHEMBL3628205,CCCCCCOc1ccc(-c2nc(C)c(C(=O)O)n2OC)cc1C#N,3900,5.408935393
CHEMBL4176545,CCCOc1ccc(NC(=O)c2ccncc2)cc1C#N,3900,5.408935393
CHEMBL4456360,COc1cc(-c2c(O)c(=O)oc3cc(O)cc(O)c23)ccc1O,3900,5.408935393
CHEMBL4061512,CCC(C)Oc1ccc(-n2cc(C(=O)O)nn2)cc1C#N,3960,5.402304814
CHEMBL3105611,COC(=O)C1=C(C)Oc2ccc3ccccc3c2C1c1cccs1,4000,5.397940009
CHEMBL5177416,Cc1ccccc1Cn1cc(COc2ccc(F)cc2C=O)nn1,4010,5.396855627
CHEMBL4783904,N#Cc1c[nH]c2ccc(-c3noc(=O)[nH]3)cc12,4130,5.384049948
CHEMBL5199315,CC(=O)OCC1=CC[C@@H]2C(C(=O)Nc3ccc(Br)c4ccccc34)=CO[C@@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]12,4140,5.382999659
CHEMBL5208185,N#Cc1ccccc1Cn1cc(COc2ccc(F)cc2C=O)nn1,4150,5.381951903
CHEMBL2088608,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)C4CC4)c3)ccc21,4300,5.366531544
CHEMBL341135,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1,4300,5.366531544
CHEMBL170405,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)ccc12,4300,5.366531544
CHEMBL4248090,CCC(C)Oc1ccc(-c2nc(-c3ccncc3)cn2O)cc1C#N,4350,5.361510743
CHEMBL2088594,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)c4cccc(Cl)c4)c3)ccc21,4400,5.356547324
CHEMBL4872094,N#Cc1cc(-c2ncccn2)ccc1OCC1CCCCC1,4446,5.352030542
CHEMBL4282897,CNC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,4450,5.351639989
CHEMBL4072779,O=C(O)COc1ccc2c(c1)O/C(=C\c1ccccc1)C2=O,4470,5.349692477
CHEMBL4438657,CC(C)CCOc1ccc(-c2cc(C(=O)NN)c(=O)[nH]n2)cc1C#N,4500,5.346787486
CHEMBL2088597,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)c4cccc(F)c4)c3)ccc21,4500,5.346787486
CHEMBL3407503,COc1cc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)cc(OC)c1OC,4540,5.342944147
CHEMBL4549903,CCCCCCOc1ccc(C(=O)Nc2ccncc2)cc1-n1cnnn1,4590,5.338187314
CHEMBL1795523,N#Cc1ccc(COc2cc(O)cc3oc4cc(O)c(O)cc4c(=O)c23)cc1,4670,5.330683119
CHEMBL169420,CC(C)COc1ccc(-n2cc(C(=O)O)cn2)cc1,4700,5.327902142
CHEMBL1795514,O=c1c2cc(O)c(O)cc2oc2cc(O)cc(OCc3ccc(Cl)cc3)c12,4700,5.327902142
CHEMBL4251121,CC(C)Oc1ccc(-c2nc(-c3ccncc3)cn2O)cc1C#N,4750,5.32330639
CHEMBL361608,O=c1cc(-c2ccccc2F)oc2c1ccc1ccccc12,4940,5.306273051
CHEMBL4159940,CCCCCCCOc1ccc(NC(=O)c2ccncc2)cc1C#N,5000,5.301029996
CHEMBL3276835,Oc1cc(O)n2nccc2n1,5000,5.301029996
CHEMBL4093939,CCCCOc1ccc(-n2cc(C(=O)O)nn2)cc1C#N,5030,5.298432015
CHEMBL2088607,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)/C=C/c4ccccc4)c3)ccc21,5100,5.292429824
CHEMBL2088604,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)ccc21,5100,5.292429824
CHEMBL5188486,CC(=O)OCC1=CC[C@@H]2C(C(=O)Oc3cccc(C#N)c3)=CO[C@@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]12,5150,5.288192771
CHEMBL4285956,O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2ccc3ccccc3c12,5210,5.283162277
CHEMBL4564323,CCCCOc1ccc(-c2cc(C(=O)NN)c(=O)[nH]n2)cc1C#N,5240,5.280668713
CHEMBL5196295,CCCn1cc(COc2ccc(F)cc2C=O)nn1,5240,5.280668713
CHEMBL1684780,CC(=O)N1N=C(c2ccco2)CC1c1ccncc1,5300,5.27572413
CHEMBL2088602,Cc1ccc(C(=O)Nc2cccc(C(=O)/C=C/c3ccc4c(c3)c3ccccc3n4C)c2)cc1,5300,5.27572413
CHEMBL126669,O=C(/C=C/c1ccc(O)c(O)c1)c1cccc(O)c1,5300,5.27572413
CHEMBL4778751,Cn1cc(C#N)c2cc(-c3noc(=O)[nH]3)ccc21,5410,5.266802735
CHEMBL3754082,O=C(/C=C/c1ccc(O)c(O)c1O)c1ccc(O)c(O)c1O,5500,5.259637311
CHEMBL2088595,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)c4ccc(Cl)cc4)c3)ccc21,5600,5.251811973
CHEMBL3274318,N#Cc1cnc(-c2ccncc2)[nH]1,5600,5.251811973
CHEMBL4161510,N#Cc1cc(NC(=O)c2ccncc2)ccc1OC1CCCC1,5700,5.244125144
CHEMBL1795508,Cc1ccc(COc2cc(O)cc3oc4cc(O)c(O)cc4c(=O)c23)cc1,5730,5.241845378
CHEMBL3274319,O=C(O)c1nc(-c2ccncc2)[nH]c1C(=O)O,5800,5.236572006
CHEMBL4558264,CCCCCOc1ccc(-c2cc(C(=O)NN)c(=O)[nH]n2)cc1C#N,5890,5.229884705
CHEMBL4571923,CC(C)CCOc1ccc(-c2cc(C(=O)NN)c(=O)[nH]n2)cc1[N+](=O)[O-],6020,5.220403509
CHEMBL4162571,CCC(C)Oc1ccc(NC(=O)c2ccncc2)cc1C#N,6100,5.214670165
CHEMBL3105618,COC(=O)C1=C(C)Oc2ccc3ccccc3c2C1c1ccc[nH]1,6230,5.205511953
CHEMBL4094828,CC(C)Oc1ccc(-n2cc(C(=O)O)nn2)cc1C#N,6240,5.20481541
CHEMBL1645490,O=c1cc(-c2cccnc2)[nH]c2ccccc12,6240,5.20481541
CHEMBL1795512,O=c1c2cc(O)c(O)cc2oc2cc(O)cc(OCc3ccccc3Cl)c12,6410,5.19314197
CHEMBL4094816,O=c1nc(-c2ccncc2)cc(-c2cccs2)[nH]1,6450,5.190440285
CHEMBL4071209,COc1ccc2c(c1)C(=O)C(=O)N2CCn1cc(COc2cc(=O)oc3ccccc23)nn1,6500,5.187086643
CHEMBL1966973,O=C(/C=C/c1ccc(O)c(O)c1)c1cc(O)cc(O)c1,6500,5.187086643
CHEMBL4067863,O=Cc1ccc(F)cc1OCc1cn(Cc2ccc3c(c2)C(=O)c2ccccc2C3=O)nn1,6500,5.187086643
CHEMBL4281495,COC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,6550,5.1837587
CHEMBL4778179,CC(C)CCn1cc(C#N)c2ccc(-c3noc(=O)[nH]3)cc21,6560,5.183096161
CHEMBL4243871,CC(C)CCOc1ccc(-c2nc(-c3cccnc3)cn2O)cc1C#N,6730,5.171984936
CHEMBL3407749,COc1cc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)cc(O)c1OC,6950,5.158015195
CHEMBL4084903,O=c1cc(-c2cc(F)cc(F)c2)oc2c1ccc1ccccc12,6950,5.158015195
CHEMBL4065229,COc1ccc(Nc2ncnc3c2C(c2ccc(O)c(OC)c2)C2=C(CCCC2=O)O3)cc1,7000,5.15490196
CHEMBL1795506,Cc1ccccc1COc1cc(O)cc2oc3cc(O)c(O)cc3c(=O)c12,7080,5.149966742
CHEMBL3746724,O=C(O)c1ccc2c(c1)C(=O)N(c1ccccc1)C2=O,7150,5.145693958
CHEMBL4078285,O=c1nc(-c2ccncc2)cc(-c2ccco2)[nH]1,7230,5.140861703
CHEMBL466202,CC(C)COc1ccc(NC(=O)C(=O)O)cc1Cl,7300,5.13667714
CHEMBL3105617,COC(=O)C1=C(C)Oc2ccc3ccccc3c2C1c1sccc1C,7310,5.136082623
CHEMBL4214131,O=c1cccc(/N=N/c2cccc(C(F)(F)F)c2)cc1O,7400,5.13076828
CHEMBL4278699,O=c1cc(-c2cc(F)cc(F)c2)oc2ccc3ccccc3c12,7670,5.115204636
CHEMBL4085848,COc1ccc(Nc2ncnc3c2C(c2ccc(OC)c(OC)c2)C2=C(CCCC2=O)O3)cc1,8000,5.096910013
CHEMBL3628204,COn1c(-c2ccc(OCCC(C)C)c(C#N)c2)nc(C)c1C(=O)O,8000,5.096910013
CHEMBL2338666,COc1cccc2c1C(=O)c1c(OC)cc(/C=N/[C@H]3C(OC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H]3OC(C)=O)cc1C2=O,8430,5.074172425
CHEMBL1818918,CC(=O)NC(CC(=O)c1ccc2ccccc2c1)c1ccccc1,8500,5.070581074
CHEMBL4066280,COc1ccc(Nc2ncnc3c2C(c2ccc(O)c(O)c2)C2=C(CCCC2=O)O3)cc1,8500,5.070581074
CHEMBL3754006,O=C(/C=C/c1cc(O)ccc1O)c1ccc(O)c(O)c1,8600,5.065501549
CHEMBL5199584,CC(=O)OCC1=CC[C@@H]2C(C(=O)On3cccn3)=CO[C@@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]12,8740,5.058488567
CHEMBL4284553,O=c1cc(-c2ccc(Br)cc2)oc2ccc3ccccc3c12,8900,5.050609993
CHEMBL4204262,O=c1cccc(/N=N/c2cccc(F)c2)cc1O,8900,5.050609993
CHEMBL4078823,O=c1cc(-c2ccc(Br)cc2)oc2c1ccc1ccccc12,8930,5.049148541
CHEMBL4095793,CCCCCCn1cc(COc2ccc(F)cc2C=O)nn1,9000,5.045757491
CHEMBL5188118,CC(=O)OCC1=CC[C@@H]2C(C(=O)Oc3ccncc3)=CO[C@@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]12,9150,5.038578906
CHEMBL5173676,CCC(C)n1cc(COc2ccc(F)cc2C=O)nn1,9360,5.028724151
CHEMBL2022881,COc1ccc(-c2cc(O)nc(N)n2)cc1,9400,5.026872146
CHEMBL4173257,CC(C)Oc1ccc(NC(=O)c2ccncc2)cc1C#N,9500,5.022276395
CHEMBL4238313,C=CCOc1ccc(-c2nc(-c3cccnc3)cn2O)cc1C#N,9620,5.016824928
CHEMBL4290386,O=C(O)CCc1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,9760,5.010550182
CHEMBL77686,COc1ccc(-c2oc3cc(OC)cc(O)c3c(=O)c2OC)cc1,9790,5.009217308
CHEMBL516626,CC(C)COc1ccc(-c2nc(-c3ccnc(Cl)c3)n[nH]2)cc1[N+](=O)[O-],10000,5
CHEMBL3105612,COC(=O)C1=C(C)Oc2ccc3ccccc3c2C1c1ccco1,10000,5
CHEMBL4059808,O=C(N/N=C/c1ccc(O)c(O)c1)c1cccnc1,10000,5
CHEMBL151,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,10200,4.991399828
CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,10210,4.990974258
CHEMBL1588404,Oc1nc(-c2ccccc2)cc(-c2ccccc2)n1,10210,4.990974258
CHEMBL4240097,CC(C)COc1ccc(-c2nc(-c3cccnc3)cn2O)cc1C#N,10280,4.988006885
CHEMBL4278655,O=C(/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12)Nc1ccc(O)cc1,11010,4.958212681
CHEMBL4102554,O=c1nc(-c2ccncc2)cc(-c2cccc3ccccc23)[nH]1,11230,4.949620244
CHEMBL252642,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21,11300,4.946921557
CHEMBL3105615,CCOC(=O)C1=C(C)Oc2ccc3ccccc3c2C1c1cccs1,11420,4.942333896
CHEMBL4279042,CNC(=O)CCc1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,11470,4.940436582
CHEMBL4086172,O=c1nc(-c2ccc(Cl)cc2)cc(-c2ccc(Cl)cc2)[nH]1,12000,4.920818754
CHEMBL1684769,CC(=O)N1N=C(c2ccco2)CC1c1ccc([N+](=O)[O-])cc1,12400,4.906578315
CHEMBL3310952,O=C(N/N=C/c1ccc(O)c(O)c1)c1ccncc1,12400,4.906578315
CHEMBL4292058,O=c1cc(-c2ccc(F)cc2)oc2ccc3ccccc3c12,12440,4.90517962
CHEMBL55415,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12,12600,4.899629455
CHEMBL5171292,CC(=O)OCC1=CC[C@@H]2C(C(=O)SC3=NCCS3)=CO[C@@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]12,12610,4.899284913
CHEMBL1163781,CC(C)(C)c1ccc(COc2ccc(-c3cc(C(=O)O)no3)cc2[N+](=O)[O-])cc1,12750,4.894489815
CHEMBL5192231,COC(=O)C1=COC(OC(=O)Nc2ccc(OC)cc2)[C@@H]2C(COC(=O)Nc3ccc(OC)cc3)=CC[C@H]12,12810,4.89245087
CHEMBL3274335,c1cc(-c2nc3cnccc3[nH]2)ccn1,13000,4.886056648
CHEMBL1684767,CC(=O)N1N=C(c2ccco2)CC1c1cccc([N+](=O)[O-])c1,13100,4.882728704
CHEMBL3105616,CCOC(=O)C1=C(C)Oc2ccc3ccccc3c2C1c1ccco1,13240,4.878112015
CHEMBL4293504,CCNC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,13490,4.86998805
CHEMBL5203248,CCCCn1cc(COc2ccccc2C=O)nn1,13500,4.869666232
CHEMBL1795507,Cc1cccc(COc2cc(O)cc3oc4cc(O)c(O)cc4c(=O)c23)c1,13560,4.86774031
CHEMBL4279434,CC(C)NC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,13860,4.85823677
CHEMBL214321,COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,14000,4.853871964
CHEMBL243664,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,14100,4.850780887
CHEMBL1684766,CC(=O)N1N=C(c2ccco2)CC1c1ccccc1[N+](=O)[O-],14200,4.847711656
CHEMBL5194631,CC(C)Cn1cc(COc2ccc(F)cc2C=O)nn1,14320,4.844056982
CHEMBL599338,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,14670,4.833569886
CHEMBL1684778,CC(=O)N1N=C(c2ccco2)CC1c1cccc(Cl)c1Cl,14800,4.829738285
CHEMBL521934,COc1ccc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC)cc1,14900,4.826813732
CHEMBL468494,CC(C)COc1ccc(NC(=O)Nc2ccncc2)cc1[N+](=O)[O-],15000,4.823908741
CHEMBL3274332,Clc1cc2nc(-c3ccncc3)[nH]c2cc1Cl,15000,4.823908741
CHEMBL4084036,COc1ccc(Nc2ncnc3c2C(c2ccc(O)c(OC)c2)c2c(c(=O)oc4ccccc24)O3)cc1,15000,4.823908741
