Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL4776350,,None,350.76,0,3.56,1l,N#Cc1cn(Cc2ccc(Cl)cc2)c2ccc(-c3noc(=O)[nH]3)cc12,IC50,'=',2400,nM,5.62,,,UO_0000065,16.02,0.31,2.06,6.41,0,CHEMBL4767772,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 25 mins followed by substrate addition measured at first 2 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4765254,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.45 hr,INHIBITOR,,2.4
CHEMBL5532428,,None,361.33,0,4.05,6o,N#Cc1cn(Cc2ccc(F)cc2)c2ccc(-c3cc(C(=O)O)no3)cc12,IC50,'=',600,nM,6.22,,,UO_0000065,17.22,0.31,2.17,6.76,0,CHEMBL5502198,Inhibition of bovine xanthine oxidase using xanthine as substrate by measuring uric acid formation measured 30 secs interval for 5 mins by spectrophotometry analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5500369,1,Scientific Literature,Eur J Med Chem,2024,None,TIME = 0.08333 hr,INHIBITOR,,0.6
CHEMBL4793533,,None,334.31,0,3.04,1k,N#Cc1cn(Cc2ccc(F)cc2)c2ccc(-c3noc(=O)[nH]3)cc12,IC50,'=',1710,nM,5.77,,,UO_0000065,17.25,0.32,2.73,6.58,0,CHEMBL4767772,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 25 mins followed by substrate addition measured at first 2 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4765254,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.45 hr,INHIBITOR,,1.71
CHEMBL4776738,,None,395.22,0,3.67,1s,N#Cc1cn(Cc2cccc(Br)c2)c2ccc(-c3noc(=O)[nH]3)cc12,IC50,'=',2600,nM,5.58,,,UO_0000065,14.13,0.31,1.92,6.37,0,CHEMBL4767772,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 25 mins followed by substrate addition measured at first 2 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4765254,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.45 hr,INHIBITOR,,2.6
CHEMBL5557327,,None,377.79,0,4.57,6s,N#Cc1cn(Cc2cccc(Cl)c2)c2ccc(-c3cc(C(=O)O)no3)cc12,IC50,'=',1840,nM,5.74,,,UO_0000065,15.18,0.29,1.17,6.23,0,CHEMBL5502198,Inhibition of bovine xanthine oxidase using xanthine as substrate by measuring uric acid formation measured 30 secs interval for 5 mins by spectrophotometry analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5500369,1,Scientific Literature,Eur J Med Chem,2024,None,TIME = 0.08333 hr,INHIBITOR,,1.84
CHEMBL4789870,,None,350.76,0,3.56,1r,N#Cc1cn(Cc2cccc(Cl)c2)c2ccc(-c3noc(=O)[nH]3)cc12,IC50,'=',2930,nM,5.53,,,UO_0000065,15.77,0.3,1.97,6.32,0,CHEMBL4767772,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 25 mins followed by substrate addition measured at first 2 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4765254,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.45 hr,INHIBITOR,,2.93
CHEMBL5556881,,None,361.33,0,4.05,6u,N#Cc1cn(Cc2cccc(F)c2)c2ccc(-c3cc(C(=O)O)no3)cc12,IC50,'=',1290,nM,5.89,,,UO_0000065,16.3,0.3,1.84,6.4,0,CHEMBL5502198,Inhibition of bovine xanthine oxidase using xanthine as substrate by measuring uric acid formation measured 30 secs interval for 5 mins by spectrophotometry analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5500369,1,Scientific Literature,Eur J Med Chem,2024,None,TIME = 0.08333 hr,INHIBITOR,,1.29
CHEMBL4792881,,None,334.31,0,3.04,1q,N#Cc1cn(Cc2cccc(F)c2)c2ccc(-c3noc(=O)[nH]3)cc12,IC50,'=',3600,nM,5.44,,,UO_0000065,16.28,0.3,2.4,6.21,0,CHEMBL4767772,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 25 mins followed by substrate addition measured at first 2 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4765254,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.45 hr,INHIBITOR,,3.6
CHEMBL5555750,,None,335.36,0,4.06,6m,N#Cc1cn(CC2CCCC2)c2ccc(-c3cc(C(=O)O)no3)cc12,IC50,'=',270,nM,6.57,,,UO_0000065,19.59,0.36,2.51,7.14,0,CHEMBL5502198,Inhibition of bovine xanthine oxidase using xanthine as substrate by measuring uric acid formation measured 30 secs interval for 5 mins by spectrophotometry analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5500369,1,Scientific Literature,Eur J Med Chem,2024,None,TIME = 0.08333 hr,INHIBITOR,,0.27
CHEMBL5558143,,None,343.34,0,3.91,6n,N#Cc1cn(Cc2ccccc2)c2ccc(-c3cc(C(=O)O)no3)cc12,IC50,'=',1030,nM,5.99,,,UO_0000065,17.44,0.31,2.08,6.5,0,CHEMBL5502198,Inhibition of bovine xanthine oxidase using xanthine as substrate by measuring uric acid formation measured 30 secs interval for 5 mins by spectrophotometry analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5500369,1,Scientific Literature,Eur J Med Chem,2024,None,TIME = 0.08333 hr,INHIBITOR,,1.03
CHEMBL4783575,,None,322.37,0,3.44,1i,N#Cc1cn(CC2CCCCC2)c2ccc(-c3noc(=O)[nH]3)cc12,IC50,'=',2860,nM,5.54,,,UO_0000065,17.2,0.32,2.1,6.33,0,CHEMBL4767772,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 25 mins followed by substrate addition measured at first 2 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4765254,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.45 hr,INHIBITOR,,2.86
CHEMBL4799787,,None,316.32,0,2.9,1j,N#Cc1cn(Cc2ccccc2)c2ccc(-c3noc(=O)[nH]3)cc12,IC50,'=',1720,nM,5.76,,,UO_0000065,18.22,0.33,2.86,6.58,0,CHEMBL4767772,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 25 mins followed by substrate addition measured at first 2 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4765254,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.45 hr,INHIBITOR,,1.72
CHEMBL5505860,,None,377.79,0,4.57,6r,N#Cc1cn(Cc2ccccc2Cl)c2ccc(-c3cc(C(=O)O)no3)cc12,IC50,'=',200,nM,6.7,,,UO_0000065,17.73,0.34,2.13,7.28,0,CHEMBL5502198,Inhibition of bovine xanthine oxidase using xanthine as substrate by measuring uric acid formation measured 30 secs interval for 5 mins by spectrophotometry analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5500369,1,Scientific Literature,Eur J Med Chem,2024,None,TIME = 0.08333 hr,INHIBITOR,,0.2
CHEMBL5555698,,None,361.33,0,4.05,6t,N#Cc1cn(Cc2ccccc2F)c2ccc(-c3cc(C(=O)O)no3)cc12,IC50,'=',310,nM,6.51,,,UO_0000065,18.01,0.33,2.46,7.07,0,CHEMBL5502198,Inhibition of bovine xanthine oxidase using xanthine as substrate by measuring uric acid formation measured 30 secs interval for 5 mins by spectrophotometry analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5500369,1,Scientific Literature,Eur J Med Chem,2024,None,TIME = 0.08333 hr,INHIBITOR,,0.31
CHEMBL3274318,,None,170.17,0,1.34,9,N#Cc1cnc(-c2ccncc2)[nH]1,IC50,'=',5600,nM,5.25,,,UO_0000065,30.86,0.55,3.91,8.04,0,CHEMBL3281896,Inhibition of bovine xanthine oxidase,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3271969,1,Scientific Literature,J Med Chem,1977,None,,,,5.6
CHEMBL3274326,,None,195.19,0,1.22,17,N#Cc1nc(-c2cccnc2)[nH]c1C#N,IC50,'=',35000,nM,4.46,,,UO_0000065,22.83,0.41,3.24,5,0,CHEMBL3281896,Inhibition of bovine xanthine oxidase,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3271969,1,Scientific Literature,J Med Chem,1977,None,,,,3.5
CHEMBL3274325,,None,195.19,0,1.22,16,N#Cc1nc(-c2ccncc2)[nH]c1C#N,IC50,'=',20,nM,7.7,,,UO_0000065,39.44,0.7,6.48,8.64,0,CHEMBL3281896,Inhibition of bovine xanthine oxidase,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3271969,1,Scientific Literature,J Med Chem,1977,None,,,,2
CHEMBL3274327,,None,213.2,0,0.44,18,N#Cc1nc(-c2ccncc2)[nH]c1C(N)=O,IC50,'=',500,nM,6.3,,,UO_0000065,29.55,0.54,5.86,5.81,0,CHEMBL3281896,Inhibition of bovine xanthine oxidase,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3271969,1,Scientific Literature,J Med Chem,1977,None,,,,5
CHEMBL3667765,,None,333.3,0,2.84,BDBM157958,N#Cc1nn(-c2ccc(C(=O)O)cc2)cc1-c1ccc2c(c1)OCO2,IC50,'=',9.4,nM,8.03,,300238,UO_0000065,24.08,0.44,5.19,8.24,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5408269,,None,348.44,0,2.86,42,Nn1c(S)nnc1-c1cc(-c2ccccc2)nn1Cc1ccccc1,IC50,'=',65400,nM,4.18,,,UO_0000065,12.01,0.23,1.32,5.61,0,CHEMBL5357585,Inhibition of Bovine milk XO using xanthine as substrate assessed as decrease in uric acid level pre incubated for 15 mins followed by substrate addition measured after 30 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5356950,1,Scientific Literature,RSC Med Chem,2023,None,TIME = 0.75 hr,INHIBITOR,,65.4
CHEMBL5424998,,None,386.36,0,3.92,65,O=[N+]([O-])c1cc(C2=NC3=CN=CN(O)C3S2)ccc1Oc1ccccc1F,IC50,'=',5.4,nM,8.27,,,UO_0000065,21.4,0.42,4.35,8.22,0,CHEMBL5357596,Inhibition of Bovine milk XO using xanthine as substrate measured after 10 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5356950,1,Scientific Literature,RSC Med Chem,2023,None,TIME = 0.1667 hr,INHIBITOR,,5.4
CHEMBL1079334,,None,301.69,0,3.1,19,O=[N+]([O-])c1cc(-c2n[nH]c(-c3ccncc3)n2)ccc1Cl,IC50,'=',4.7,nM,8.33,,,UO_0000065,27.6,0.54,5.23,8.53,0,CHEMBL1107564,Inhibition of bovine milk XOR-mediated uric acid formation after 15 mins by spectrophotometer,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1154315,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,,4.7
CHEMBL5403241,,None,469.53,1,5.85,41,O=[N+]([O-])c1ccc(CSc2nnc(-c3cc(-c4ccccc4)nn3Cc3ccccc3)o2)cc1,IC50,'=',72400,nM,4.14,,,UO_0000065,8.82,0.17,-1.71,4.15,0,CHEMBL5357585,Inhibition of Bovine milk XO using xanthine as substrate assessed as decrease in uric acid level pre incubated for 15 mins followed by substrate addition measured after 30 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5356950,1,Scientific Literature,RSC Med Chem,2023,None,TIME = 0.75 hr,INHIBITOR,,72.4
CHEMBL3274313,,None,190.16,0,1.38,4,O=[N+]([O-])c1cnc(-c2cccnc2)[nH]1,IC50,'=',1300,nM,5.89,,,UO_0000065,30.95,0.57,4.51,6.95,0,CHEMBL3281896,Inhibition of bovine xanthine oxidase,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3271969,1,Scientific Literature,J Med Chem,1977,None,,,,1.3
CHEMBL3274312,,None,190.16,0,1.38,3,O=[N+]([O-])c1cnc(-c2ccncc2)[nH]1,IC50,'=',350,nM,6.46,,,UO_0000065,33.95,0.63,5.08,7.62,0,CHEMBL3281896,Inhibition of bovine xanthine oxidase,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3271969,1,Scientific Literature,J Med Chem,1977,None,,,,3.5
CHEMBL3276836,,None,196.12,0,0.05,3b,O=[N+]([O-])c1cnn2c(O)cc(O)nc12,IC50,'=',15000,nM,4.82,,,UO_0000065,24.6,0.47,4.77,4.24,0,CHEMBL3278960,Inhibition of bovine milk xanthine oxidase using xanthine as substrate,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3272185,1,Scientific Literature,J Med Chem,1976,None,,,,1500
CHEMBL5426784,,None,272.26,0,2.41,38,O=C(/C=C/c1cc(O)cc(O)c1)c1ccc(O)cc1O,IC50,'=',22500,nM,4.65,,,UO_0000065,17.07,0.32,2.24,4.74,0,CHEMBL5357584,Inhibition of Bovine milk XO using xanthine as substrate assessed as decrease in uric acid level measured after 15 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5356950,1,Scientific Literature,RSC Med Chem,2023,None,TIME = 0.25 hr,INHIBITOR,,22.5
CHEMBL3754006,,None,272.26,0,2.41,17,O=C(/C=C/c1cc(O)ccc1O)c1ccc(O)c(O)c1,IC50,'=',8600,nM,5.07,,,UO_0000065,18.61,0.35,2.66,5.17,0,CHEMBL3757147,Inhibition of bovine xanthine oxidase assessed as conversion of xanthine to uric acid by spectroscopic analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3751756,1,Scientific Literature,Bioorg Med Chem,2016,None,,,,8.6
CHEMBL3752751,,None,272.26,0,2.41,11,O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cccc1O,IC50,'=',35000,nM,4.46,,,UO_0000065,16.37,0.3,2.05,4.55,0,CHEMBL3757147,Inhibition of bovine xanthine oxidase assessed as conversion of xanthine to uric acid by spectroscopic analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3751756,1,Scientific Literature,Bioorg Med Chem,2016,None,,,,35
CHEMBL1966973,,None,272.26,0,2.41,14,O=C(/C=C/c1ccc(O)c(O)c1)c1cc(O)cc(O)c1,IC50,'=',6500,nM,5.19,,,UO_0000065,19.05,0.35,2.78,5.29,0,CHEMBL3757147,Inhibition of bovine xanthine oxidase assessed as conversion of xanthine to uric acid by spectroscopic analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3751756,1,Scientific Literature,Bioorg Med Chem,2016,None,,,,6.5
CHEMBL125800,,None,272.26,0,2.41,12,O=C(/C=C/c1ccc(O)c(O)c1)c1cc(O)ccc1O,IC50,'=',17000,nM,4.77,,,UO_0000065,17.52,0.33,2.36,4.87,0,CHEMBL3757147,Inhibition of bovine xanthine oxidase assessed as conversion of xanthine to uric acid by spectroscopic analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3751756,1,Scientific Literature,Bioorg Med Chem,2016,None,,,,17
CHEMBL225618,,None,272.26,0,2.41,13,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)c(O)c1,IC50,'=',3000,nM,5.52,,,UO_0000065,20.29,0.38,3.11,5.64,0,CHEMBL3757147,Inhibition of bovine xanthine oxidase assessed as conversion of xanthine to uric acid by spectroscopic analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3751756,1,Scientific Literature,Bioorg Med Chem,2016,None,,,,3
CHEMBL222557,,None,288.25,0,2.11,18,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)c(O)c1O,IC50,'=',1200,nM,5.92,,,UO_0000065,20.54,0.39,3.81,5.01,0,CHEMBL3757147,Inhibition of bovine xanthine oxidase assessed as conversion of xanthine to uric acid by spectroscopic analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3751756,1,Scientific Literature,Bioorg Med Chem,2016,None,,,,1.2
CHEMBL341135,,None,256.26,0,2.7,9,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1,IC50,'=',4300,nM,5.37,,,UO_0000065,20.94,0.39,2.67,6.9,0,CHEMBL3757147,Inhibition of bovine xanthine oxidase assessed as conversion of xanthine to uric acid by spectroscopic analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3751756,1,Scientific Literature,Bioorg Med Chem,2016,None,,,,4.3
CHEMBL128000,BUTEIN,None,272.26,0,2.41,15,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O,IC50,'=',1300,nM,5.89,,,UO_0000065,21.62,0.4,3.48,6.01,0,CHEMBL3757147,Inhibition of bovine xanthine oxidase assessed as conversion of xanthine to uric acid by spectroscopic analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3751756,1,Scientific Literature,Bioorg Med Chem,2016,None,,,,1.3
CHEMBL126669,,None,256.26,0,2.7,8,O=C(/C=C/c1ccc(O)c(O)c1)c1cccc(O)c1,IC50,'=',5300,nM,5.28,,,UO_0000065,20.59,0.38,2.58,6.78,0,CHEMBL3757147,Inhibition of bovine xanthine oxidase assessed as conversion of xanthine to uric acid by spectroscopic analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3751756,1,Scientific Literature,Bioorg Med Chem,2016,None,,,,5.3
CHEMBL129510,,None,240.26,0,2.99,7,O=C(/C=C/c1ccc(O)c(O)c1)c1ccccc1,IC50,'=',53000,nM,4.28,,,UO_0000065,17.8,0.32,1.29,7.43,0,CHEMBL3757147,Inhibition of bovine xanthine oxidase assessed as conversion of xanthine to uric acid by spectroscopic analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3751756,1,Scientific Literature,Bioorg Med Chem,2016,None,,,,53
CHEMBL3754732,,None,288.25,0,2.11,19,O=C(/C=C/c1ccc(O)c(O)c1O)c1ccc(O)c(O)c1,IC50,'=',18000,nM,4.75,,,UO_0000065,16.46,0.31,2.63,4.01,0,CHEMBL3757147,Inhibition of bovine xanthine oxidase assessed as conversion of xanthine to uric acid by spectroscopic analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3751756,1,Scientific Literature,Bioorg Med Chem,2016,None,,,,18
CHEMBL3754082,,None,304.25,1,1.82,20,O=C(/C=C/c1ccc(O)c(O)c1O)c1ccc(O)c(O)c1O,IC50,'=',5500,nM,5.26,,,UO_0000065,17.29,0.33,3.44,3.8,0,CHEMBL3757147,Inhibition of bovine xanthine oxidase assessed as conversion of xanthine to uric acid by spectroscopic analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3751756,1,Scientific Literature,Bioorg Med Chem,2016,None,,,,5.5
CHEMBL4293784,,None,379.41,0,4.24,4n,O=C(/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12)N1CCCCC1,IC50,'=',21240,nM,4.67,,,UO_0000065,12.32,0.23,0.43,4.96,0,CHEMBL4271547,Inhibition of bovine xanthine oxidase using xanthine as substrate preincubated for 3 mins followed by substrate addition and measured for every 15 secs for 7 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4270514,1,Scientific Literature,Eur J Med Chem,2018,None,,,,21.24
CHEMBL4286280,,None,405.38,1,5.01,4g,O=C(/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12)Nc1ccc(F)cc1,IC50,'=',83810,nM,4.08,,,UO_0000065,10.06,0.19,-0.93,3.96,0,CHEMBL4271547,Inhibition of bovine xanthine oxidase using xanthine as substrate preincubated for 3 mins followed by substrate addition and measured for every 15 secs for 7 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4270514,1,Scientific Literature,Eur J Med Chem,2018,None,,,,83.81
CHEMBL4278655,,None,403.39,0,4.57,4l,O=C(/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12)Nc1ccc(O)cc1,IC50,'=',11010,nM,4.96,,,UO_0000065,12.29,0.23,0.39,4.03,0,CHEMBL4271547,Inhibition of bovine xanthine oxidase using xanthine as substrate preincubated for 3 mins followed by substrate addition and measured for every 15 secs for 7 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4270514,1,Scientific Literature,Eur J Med Chem,2018,None,,,,11.01
CHEMBL4289699,,None,387.39,0,4.87,4e,O=C(/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12)Nc1ccccc1,IC50,'=',17840,nM,4.75,,,UO_0000065,12.26,0.22,-0.12,4.61,0,CHEMBL4271547,Inhibition of bovine xanthine oxidase using xanthine as substrate preincubated for 3 mins followed by substrate addition and measured for every 15 secs for 7 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4270514,1,Scientific Literature,Eur J Med Chem,2018,None,,,,17.84
CHEMBL4281832,,None,401.42,0,4.55,4f,O=C(/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12)NCc1ccccc1,IC50,'=',15550,nM,4.81,,,UO_0000065,11.98,0.22,0.26,4.67,0,CHEMBL4271547,Inhibition of bovine xanthine oxidase using xanthine as substrate preincubated for 3 mins followed by substrate addition and measured for every 15 secs for 7 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4270514,1,Scientific Literature,Eur J Med Chem,2018,None,,,,15.55
CHEMBL129795,ISOLIQUIRITIGENIN,None,256.26,0,2.7,18,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,IC50,'=',47300,nM,4.33,,,UO_0000065,16.88,0.31,1.63,5.56,0,CHEMBL4044308,Inhibition of bovine milk xanthine oxidase pre-incubated for 30 mins followed by xanthine addition and measured every 30 secs for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4043097,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,,,,47.3
