Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL3667746,,None,359.39,0,3.32,BDBM157939,CN(Cc1ccccc1)C(=O)c1cn(-c2ccc(C(=O)O)cc2)cc1C#N,IC50,'=',4.6,nM,8.34,,300219,UO_0000065,23.2,0.42,5.02,9.66,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2088610,,None,326.4,0,4.81,8,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(N)c3)ccc21,IC50,'=',48500,nM,4.31,,,UO_0000065,13.22,0.24,-0.5,8.98,0,CHEMBL2090357,Inhibition of bovine milk XO assessed as decrease in uric acid formation after 5 mins by UV-spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL2086274,1,Scientific Literature,Bioorg Med Chem,2012,None,,,,48.5
CHEMBL2088607,,None,456.55,1,6.88,7p,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)/C=C/c4ccccc4)c3)ccc21,IC50,'=',5100,nM,5.29,,,UO_0000065,11.59,0.21,-1.59,10.36,0,CHEMBL2090357,Inhibition of bovine milk XO assessed as decrease in uric acid formation after 5 mins by UV-spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL2086274,1,Scientific Literature,Bioorg Med Chem,2012,None,,,,5.1
CHEMBL2088608,,None,394.47,1,5.58,7q,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)C4CC4)c3)ccc21,IC50,'=',4300,nM,5.37,,,UO_0000065,13.6,0.24,-0.21,10.5,0,CHEMBL2090357,Inhibition of bovine milk XO assessed as decrease in uric acid formation after 5 mins by UV-spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL2086274,1,Scientific Literature,Bioorg Med Chem,2012,None,,,,4.3
CHEMBL2088603,,None,486.62,1,7.78,7l,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3)ccc21,IC50,'=',57100,nM,4.24,,,UO_0000065,8.72,0.16,-3.54,8.3,0,CHEMBL2090357,Inhibition of bovine milk XO assessed as decrease in uric acid formation after 5 mins by UV-spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL2086274,1,Scientific Literature,Bioorg Med Chem,2012,None,,,,57.1
CHEMBL2088595,,None,464.95,1,7.13,7d,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)c4ccc(Cl)cc4)c3)ccc21,IC50,'=',5600,nM,5.25,,,UO_0000065,11.3,0.21,-1.88,10.28,0,CHEMBL2090357,Inhibition of bovine milk XO assessed as decrease in uric acid formation after 5 mins by UV-spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL2086274,1,Scientific Literature,Bioorg Med Chem,2012,None,,,,5.6
CHEMBL2088598,,None,448.5,1,6.62,7g,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)c4ccc(F)cc4)c3)ccc21,IC50,'=',25800,nM,4.59,,,UO_0000065,10.23,0.18,-2.03,8.98,0,CHEMBL2090357,Inhibition of bovine milk XO assessed as decrease in uric acid formation after 5 mins by UV-spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL2086274,1,Scientific Literature,Bioorg Med Chem,2012,None,,,,25.8
CHEMBL2088599,,None,509.4,2,7.24,7h,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)c4cccc(Br)c4)c3)ccc21,IC50,'=',88200,nM,4.05,,,UO_0000065,7.96,0.16,-3.19,7.93,0,CHEMBL2090357,Inhibition of bovine milk XO assessed as decrease in uric acid formation after 5 mins by UV-spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL2086274,1,Scientific Literature,Bioorg Med Chem,2012,None,,,,88.2
CHEMBL2088604,,None,498.5,1,7.5,7m,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)ccc21,IC50,'=',5100,nM,5.29,,,UO_0000065,10.62,0.2,-2.21,10.36,0,CHEMBL2090357,Inhibition of bovine milk XO assessed as decrease in uric acid formation after 5 mins by UV-spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL2086274,1,Scientific Literature,Bioorg Med Chem,2012,None,,,,5.1
CHEMBL2088594,,None,464.95,1,7.13,7c,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)c4cccc(Cl)c4)c3)ccc21,IC50,'=',4400,nM,5.36,,,UO_0000065,11.52,0.22,-1.77,10.48,0,CHEMBL2090357,Inhibition of bovine milk XO assessed as decrease in uric acid formation after 5 mins by UV-spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL2086274,1,Scientific Literature,Bioorg Med Chem,2012,None,,,,4.4
CHEMBL2088597,,None,448.5,1,6.62,7f,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)c4cccc(F)c4)c3)ccc21,IC50,'=',4500,nM,5.35,,,UO_0000065,11.92,0.21,-1.27,10.46,0,CHEMBL2090357,Inhibition of bovine milk XO assessed as decrease in uric acid formation after 5 mins by UV-spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL2086274,1,Scientific Literature,Bioorg Med Chem,2012,None,,,,4.5
CHEMBL2088592,,None,430.51,1,6.48,7a,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)c4ccccc4)c3)ccc21,IC50,'=',42700,nM,4.37,,,UO_0000065,10.15,0.18,-2.11,8.55,0,CHEMBL2090357,Inhibition of bovine milk XO assessed as decrease in uric acid formation after 5 mins by UV-spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL2086274,1,Scientific Literature,Bioorg Med Chem,2012,None,,,,42.7
CHEMBL2088593,,None,464.95,1,7.13,7b,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)c4ccccc4Cl)c3)ccc21,IC50,'=',30300,nM,4.52,,,UO_0000065,9.72,0.18,-2.61,8.84,0,CHEMBL2090357,Inhibition of bovine milk XO assessed as decrease in uric acid formation after 5 mins by UV-spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL2086274,1,Scientific Literature,Bioorg Med Chem,2012,None,,,,30.3
CHEMBL2088596,,None,448.5,1,6.62,7e,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)c4ccccc4F)c3)ccc21,IC50,'=',79500,nM,4.1,,,UO_0000065,9.14,0.16,-2.52,8.02,0,CHEMBL2090357,Inhibition of bovine milk XO assessed as decrease in uric acid formation after 5 mins by UV-spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL2086274,1,Scientific Literature,Bioorg Med Chem,2012,None,,,,79.5
CHEMBL4778751,,None,240.22,0,1.39,1b,Cn1cc(C#N)c2cc(-c3noc(=O)[nH]3)ccc21,IC50,'=',5410,nM,5.27,,,UO_0000065,21.92,0.4,3.88,6.01,0,CHEMBL4767772,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 25 mins followed by substrate addition measured at first 2 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4765254,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.45 hr,INHIBITOR,,5.41
CHEMBL3667806,,None,357.37,0,3.91,BDBM157999,Cn1cc(-c2cn(-c3ccc(C(=O)O)c(O)c3)cc2C#N)c2ccccc21,IC50,'=',5.2,nM,8.28,,300279,UO_0000065,23.18,0.42,4.37,9.09,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667767,,None,341.37,0,4.21,BDBM157960,Cn1cc(-c2cn(-c3ccc(C(=O)O)cc3)cc2C#N)c2ccccc21,IC50,'=',23,nM,7.64,,300240,UO_0000065,22.38,0.4,3.43,10.77,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4282897,,None,325.32,0,2.98,4a,CNC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,IC50,'=',4450,nM,5.35,,,UO_0000065,16.45,0.3,2.37,5.2,0,CHEMBL4271547,Inhibition of bovine xanthine oxidase using xanthine as substrate preincubated for 3 mins followed by substrate addition and measured for every 15 secs for 7 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4270514,1,Scientific Literature,Eur J Med Chem,2018,None,,,,4.45
CHEMBL3667743,,None,269.26,0,1.41,BDBM157936,CNC(=O)c1cn(-c2ccc(C(=O)O)cc2)cc1C#N,IC50,'=',7.2,nM,8.14,,300216,UO_0000065,30.24,0.56,6.73,8.56,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4279042,,None,327.34,0,2.9,6a,CNC(=O)CCc1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,IC50,'=',11470,nM,4.94,,,UO_0000065,15.09,0.28,2.04,4.8,0,CHEMBL4271547,Inhibition of bovine xanthine oxidase using xanthine as substrate preincubated for 3 mins followed by substrate addition and measured for every 15 secs for 7 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4270514,1,Scientific Literature,Eur J Med Chem,2018,None,,,,11.47
CHEMBL4281495,,None,326.3,0,3.4,3a,COC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,IC50,'=',6550,nM,5.18,,,UO_0000065,15.89,0.29,1.78,5.18,0,CHEMBL4271547,Inhibition of bovine xanthine oxidase using xanthine as substrate preincubated for 3 mins followed by substrate addition and measured for every 15 secs for 7 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4270514,1,Scientific Literature,Eur J Med Chem,2018,None,,,,6.55
CHEMBL2322148,,None,342.36,0,1.88,16,COC(=O)C(C)(C)COc1ccc(-c2cc(O)nc(N)n2)cc1C#N,IC50,'=',15,nM,7.82,,,UO_0000065,22.85,0.43,5.94,5.96,0,CHEMBL2327375,Inhibition of bovine xanthine oxidase-mediated uric acid production after 30 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL2321685,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,,,0.015
CHEMBL3105606,,None,346.38,0,4.52,NP-13,COC(=O)C1=C(C)Oc2ccc3ccccc3c2C1c1ccc(O)cc1,IC50,'=',23980,nM,4.62,,,UO_0000065,13.34,0.24,0.1,8.29,0,CHEMBL3108061,Inhibition of bovine milk xanthine oxidase using xanthine as substrate assessed as decrease in uric acid formation preincubated for 5 mins,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3102850,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,,23.98
CHEMBL3105609,,None,390.44,0,4.83,NP-17,COC(=O)C1=C(C)Oc2ccc3ccccc3c2C1c1ccc(OC)c(OC)c1,IC50,'=',17000,nM,4.77,,,UO_0000065,12.22,0.22,-0.06,8.83,0,CHEMBL3108061,Inhibition of bovine milk xanthine oxidase using xanthine as substrate assessed as decrease in uric acid formation preincubated for 5 mins,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3102850,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,,17
CHEMBL3105601,,None,360.41,0,4.82,NP-8,COC(=O)C1=C(C)Oc2ccc3ccccc3c2C1c1ccc(OC)cc1,IC50,'=',36480,nM,4.44,,,UO_0000065,12.31,0.22,-0.38,9.91,0,CHEMBL3108061,Inhibition of bovine milk xanthine oxidase using xanthine as substrate assessed as decrease in uric acid formation preincubated for 5 mins,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3102850,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,,36.48
CHEMBL3105618,,None,319.36,0,4.14,NP-26,COC(=O)C1=C(C)Oc2ccc3ccccc3c2C1c1ccc[nH]1,IC50,'=',6230,nM,5.21,,,UO_0000065,16.3,0.3,1.07,10.14,0,CHEMBL3108061,Inhibition of bovine milk xanthine oxidase using xanthine as substrate assessed as decrease in uric acid formation preincubated for 5 mins,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3102850,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,,6.23
CHEMBL3105612,,None,320.34,0,4.4,NP-20,COC(=O)C1=C(C)Oc2ccc3ccccc3c2C1c1ccco1,IC50,'=',10000,nM,5,,,UO_0000065,15.61,0.28,0.6,10.27,0,CHEMBL3108061,Inhibition of bovine milk xanthine oxidase using xanthine as substrate assessed as decrease in uric acid formation preincubated for 5 mins,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3102850,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,,10
CHEMBL3105611,,None,336.41,0,4.87,NP-19,COC(=O)C1=C(C)Oc2ccc3ccccc3c2C1c1cccs1,IC50,'=',4000,nM,5.4,,,UO_0000065,16.05,0.31,0.53,15.19,0,CHEMBL3108061,Inhibition of bovine milk xanthine oxidase using xanthine as substrate assessed as decrease in uric acid formation preincubated for 5 mins,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3102850,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,,4
CHEMBL3105617,,None,350.44,1,5.18,NP-25,COC(=O)C1=C(C)Oc2ccc3ccccc3c2C1c1sccc1C,IC50,'=',7310,nM,5.14,,,UO_0000065,14.66,0.28,-0.04,14.46,0,CHEMBL3108061,Inhibition of bovine milk xanthine oxidase using xanthine as substrate assessed as decrease in uric acid formation preincubated for 5 mins,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL3102850,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,,7.31
CHEMBL462894,GENIPOSIDE,None,388.37,0,-2.23,GS,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=CC[C@H]12,IC50,'=',161400,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5123188,Inhibition of bovine XOD assessed as inhibition of uric acid formation using xanthine as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured for 30 mins by microplate reader analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5120838,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5833 hr,INHIBITOR,,161.4
CHEMBL5190315,,None,404.37,1,-3.02,1b,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1CC1OC12CO,IC50,'=',165200,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5123188,Inhibition of bovine XOD assessed as inhibition of uric acid formation using xanthine as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured for 30 mins by microplate reader analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5120838,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5833 hr,INHIBITOR,,165.2
CHEMBL5182322,,None,226.23,0,-0.05,1c,COC(=O)C1=COC(O)[C@@H]2C(CO)=CC[C@H]12,IC50,'=',93400,nM,4.03,,,UO_0000065,17.81,0.34,4.08,5.3,0,CHEMBL5123188,Inhibition of bovine XOD assessed as inhibition of uric acid formation using xanthine as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured for 30 mins by microplate reader analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5120838,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5833 hr,INHIBITOR,,93.4
CHEMBL5183343,,None,424.49,0,3.01,3c,COC(=O)C1=COC(OC(=O)NC(C)(C)C)[C@@H]2C(COC(=O)NC(C)(C)C)=CC[C@H]12,IC50,'=',103540,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5123188,Inhibition of bovine XOD assessed as inhibition of uric acid formation using xanthine as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured for 30 mins by microplate reader analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5120838,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5833 hr,INHIBITOR,,103.54
CHEMBL5171497,,None,396.44,0,2.23,3b,COC(=O)C1=COC(OC(=O)NC(C)C)[C@@H]2C(COC(=O)NC(C)C)=CC[C@H]12,IC50,'=',80170,nM,4.1,,,UO_0000065,10.33,0.2,1.87,3.65,0,CHEMBL5123188,Inhibition of bovine XOD assessed as inhibition of uric acid formation using xanthine as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured for 30 mins by microplate reader analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5120838,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5833 hr,INHIBITOR,,80.17
CHEMBL5203165,,None,492.53,1,5.08,3g,COC(=O)C1=COC(OC(=O)Nc2ccc(C)cc2)[C@@H]2C(COC(=O)Nc3ccc(C)cc3)=CC[C@H]12,IC50,'=',73580,nM,4.13,,,UO_0000065,8.39,0.16,-0.95,3.68,0,CHEMBL5123188,Inhibition of bovine XOD assessed as inhibition of uric acid formation using xanthine as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured for 30 mins by microplate reader analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5120838,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5833 hr,INHIBITOR,,73.58
CHEMBL5192231,,None,524.53,1,4.48,3i,COC(=O)C1=COC(OC(=O)Nc2ccc(OC)cc2)[C@@H]2C(COC(=O)Nc3ccc(OC)cc3)=CC[C@H]12,IC50,'=',12810,nM,4.89,,,UO_0000065,9.33,0.18,0.41,3.74,0,CHEMBL5123188,Inhibition of bovine XOD assessed as inhibition of uric acid formation using xanthine as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured for 30 mins by microplate reader analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5120838,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5833 hr,INHIBITOR,,12.81
CHEMBL5207972,,None,492.53,1,5.08,3h,COC(=O)C1=COC(OC(=O)Nc2cccc(C)c2)[C@@H]2C(COC(=O)Nc3cccc(C)c3)=CC[C@H]12,IC50,'=',140170,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5123188,Inhibition of bovine XOD assessed as inhibition of uric acid formation using xanthine as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured for 30 mins by microplate reader analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5120838,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5833 hr,INHIBITOR,,140.17
CHEMBL5190449,,None,476.57,0,4.08,3f,COC(=O)C1=COC(OC(=O)NC2CCCCC2)[C@@H]2C(COC(=O)NC3CCCCC3)=CC[C@H]12,IC50,'=',280940,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5123188,Inhibition of bovine XOD assessed as inhibition of uric acid formation using xanthine as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured for 30 mins by microplate reader analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5120838,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5833 hr,INHIBITOR,,280.94
CHEMBL5179125,,None,622.27,2,5.98,3e,COC(=O)C1=COC(OC(=O)Nc2ccccc2Br)[C@@H]2C(COC(=O)Nc3ccccc3Br)=CC[C@H]12,IC50,'=',23860,nM,4.62,,,UO_0000065,7.43,0.18,-1.36,4.12,0,CHEMBL5123188,Inhibition of bovine XOD assessed as inhibition of uric acid formation using xanthine as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured for 30 mins by microplate reader analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5120838,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5833 hr,INHIBITOR,,23.86
CHEMBL5194145,,None,465.33,0,2.67,3d,COC(=O)C1=COC(OC(=O)NCCCCl)[C@@H]2C(COC(=O)NCCCCl)=CC[C@H]12,IC50,'=',48760,nM,4.31,,,UO_0000065,9.27,0.2,1.64,3.84,0,CHEMBL5123188,Inhibition of bovine XOD assessed as inhibition of uric acid formation using xanthine as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured for 30 mins by microplate reader analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5120838,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5833 hr,INHIBITOR,,48.76
CHEMBL2322152,,None,382.42,0,2.66,20,COC(=O)C1CCC(COc2ccc(-c3cc(O)nc(N)n3)cc2C#N)CC1,IC50,'=',19,nM,7.72,,,UO_0000065,20.19,0.38,5.06,5.88,0,CHEMBL2327375,Inhibition of bovine xanthine oxidase-mediated uric acid production after 30 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL2321685,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,,,0.019
CHEMBL2322150,,None,376.37,0,2.67,18,COC(=O)c1ccc(COc2ccc(-c3cc(O)nc(N)n3)cc2C#N)cc1,IC50,'=',9,nM,8.05,,,UO_0000065,21.38,0.39,5.38,6.13,0,CHEMBL2327375,Inhibition of bovine xanthine oxidase-mediated uric acid production after 30 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL2321685,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,,,0.009
CHEMBL2322162,,None,366.42,0,2.96,31,COC(=O)C1CCC(COc2ccc(-c3ccnc(N)n3)cc2C#N)CC1,IC50,'=',10,nM,8,,,UO_0000065,21.83,0.4,5.04,7.2,0,CHEMBL2327375,Inhibition of bovine xanthine oxidase-mediated uric acid production after 30 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL2321685,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,,,0.01
CHEMBL4205350,,None,284.27,0,2.95,1k,COC(=O)c1cccc(/N=N/c2cccc(=O)c(O)c2)c1,IC50,'=',80000,nM,4.1,,,UO_0000065,14.41,0.27,1.15,4.64,0,CHEMBL4183015,Inhibition of bovine milk xanthine oxidase using xanthine as substrate pretreated for 15 mins followed by substrate addition measured after 8 mins,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4177748,1,Scientific Literature,Bioorg Med Chem,2018,None,,,,80
